Links,Claims,Date,Date
https://www.indiatoday.in//fact-check/story/fact-check-no-rbi-has-not-stopped-supply-of-rs-2-000-currency-notes-1746462-2020-12-03, Outgoing US President Donald J Trump paid tribute to singer Madonna instead of Argentinian footballer Diego Maradona,26-Nov-20,26-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-old-image-jat-agitation-revived-ongoing-farmers-protest-1746193-2020-12-03, Vladimir Putin has banned Muslim men in Russia from marrying non-Muslim women,25-Nov-20,25-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-banner-against-lord-ram-not-from-ongoing-farmers-protest-1746189-2020-12-03, The Indian cricket team’s new jersey has the BYJU’S logo but not India’s name on it,25-Nov-20,25-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-canadian-mp-jack-harris-not-kamala-harris-tweeted-on-farmers-stir-in-india-1746162-2020-12-02, The government is providing free Internet to students in the wake of the Covid-19 pandemic,25-Nov-20,25-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-man-with-bandaged-eye-viral-as-ex-armyman-injured-during-farmers-protest-1745830-2020-12-01, Rare footage of Prime Minister Narendra Modi performing yoga,24-Nov-20,24-Nov-20
https://www.indiatoday.in//fact-check/story/did-cops-nab-muslim-sdpi-activist-disguised-sikh-farmers-protest-1745535-2020-12-01, Five states to reintroduce lockdown,24-Nov-20,24-Nov-20
https://www.indiatoday.in//fact-check/story/old-photo-farmer-long-march-revived-protests-delhi-1745530-2020-11-30, Video shows a woman in Hyderabad removing a TRS election poster as she is fed up with the party’s false promises and inefficient governance,24-Nov-20,24-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-of-khalistan-supporters-linked-to-ongoing-farmers-protest-1745126-2020-11-29," Baby giraffes, “exact miniature” copies of each other, seen moving around in a park",24-Nov-20,24-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-brahmos-launch-video-shared-with-false-claims-of-failure-1745001-2020-11-28, BJP’s Kerala State vice president remarked that the BJP state president K,22-Nov-20,22-Nov-20
https://www.indiatoday.in//fact-check/story/picture-of-pele-mourning-at-maradona-grave-is-morphed-1744930-2020-11-28, Pakistani veteran cricket fan Abdul Jalil aka 'Chacha Cricket' has died,21-Nov-20,21-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-this-massive-crowd-does-not-show-the-funeral-procession-of-legendary-maradona-1744724-2020-11-27, Indian Vedic mantras were chanted at the White House before the new American President entered office,20-Nov-20,20-Nov-20
https://www.indiatoday.in//fact-check/story/no-this-is-not-congress-leader-ahmed-patel-funeral-procession-1744639-2020-11-27,"  Claim – While Uttar Pradesh chief minister Yogi Adityanath was burning crackers on Diwali, poor traders were arrested for selling fireworks",20-Nov-20,20-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-this-white-wonderland-is-not-a-street-in-karachi-1744450-2020-11-26, The all-women police force in Kerala is now clad in burqa as seen in the picture,18-Nov-20,18-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-2017-video-of-flooded-marina-beach-shared-as-recent-cyclone-nivar-visuals-in-chennai-1744398-2020-11-26, Picture shows Joe Biden apologising to the daughter of an African-American who was killed by a white police officer during the Donald Trump administration,18-Nov-20,18-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-no-trump-did-not-pay-tribute-to-singer-madonna-instead-of-maradona-1744358-2020-11-26, Arvind Kejriwal has claimed there was a secret deal between BJP and AIMIM for the Bihar polls,16-Nov-20,16-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-putin-did-not-ban-interfaith-marriages-for-muslim-men-in-russia-1744098-2020-11-25, A polling agent was caught on camera casting votes on behalf of voters in Bihar,16-Nov-20,16-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-netizens-share-shikhar-dhawan-s-cropped-image-to-question-bcci-s-patriotism-1744079-2020-11-25," Ahmed Khan, an Indian origin man from Hyderabad has been appointed as political advisor to the new US President-elect Joe Biden",13-Nov-20,13-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-unmasking-a-fraud-running-govt-schemes-in-pm-modi-s-name-1744031-2020-11-25, As many as 24 people died in a blast caused by 10 cylinders in Mangalore,12-Nov-20,12-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-1938-video-of-bks-iyengar-shared-as-pm-modi-performing-yoga-1743778-2020-11-24," After the Bihar poll verdict, sweets were dumped at the RJD office in Patna",12-Nov-20,12-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-no-pm-modi-has-not-announced-another-covid-19-lockdown-1743770-2020-11-24, Pictures of an injured child and a pen and pencil scattered in a pool of blood are from the recent blast at a religious school in Peshawar that killed seven,12-Nov-20,12-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-who-is-this-woman-removing-a-trs-banner-in-hyderabad-1743497-2020-11-24, The Shivling at a temple in Ranchi’s Rangrez Gali was damaged by Muslims,11-Nov-20,11-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-this-viral-video-of-baby-giraffes-is-too-cute-to-be-true-1743490-2020-11-24, Video shows the funeral procession of the killer of French teacher Samuel Paty at his hometown in Chechnya,10-Nov-20,10-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-reports-claiming-bjp-s-role-behind-trupti-desai-s-visit-to-sabarimala-is-fake-1742935-2020-11-22," On November 5, days before the Bihar election results, PM Modi wrote a letter to BJP president JP Nadda expressing willingness that Giriraj Singh be made the chief minister of Bihar",10-Nov-20,10-Nov-20
https://www.indiatoday.in//fact-check/story/pakistan-mascot-chacha-cricket-death-rumours-1742746-2020-11-21, Former Indian PM Dr Manmohan Singh will be the chief guest of the swearing-in ceremony of US President-elect Joe Biden,9-Nov-20,9-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-a-video-of-white-house-welcoming-joe-biden-with-vedic-chants-1742419-2020-11-20," After winning the United States elections, Vice President-elect Kamala Harris consumed beef to celebrate",8-Nov-20,8-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-video-of-yogi-adityanath-burning-crackers-is-not-from-diwali-1742418-2020-11-20," Time magazine's new cover has the title ""Time",8-Nov-20,8-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-picture-of-burqa-clad-students-passed-off-as-kerala-s-all-women-police-force-1742047-2020-11-18, Video shows polling staff casting fake votes in the US elections 2020,8-Nov-20,8-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-joe-biden-is-not-apologising-to-the-daughter-of-a-race-victim-here-1741959-2020-11-18, Pornhub banner appears on CNN's screen during the live election coverage of the US Presidential poll,7-Nov-20,7-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-kejriwal-alleging-bjp-aimim-deal-in-bihar-is-four-years-old-1741337-2020-11-16, A video shows a minor boy pushing a hospital stretcher in Bihar,6-Nov-20,6-Nov-20
https://www.indiatoday.in//fact-check/story/video-of-illegal-voting-not-from-bihar-fact-check-1741308-2020-11-16, Nine BSF jawans on way to Bihar election duty were killed after a bus carrying them overturned in Darbhanga district,6-Nov-20,6-Nov-20
https://www.indiatoday.in//fact-check/story/joe-biden-has-not-appointed-indian-origin-man-political-advisor-1740819-2020-11-13, Turkish President Recep Tayyip Erdogan refused to shake hands with Emmanuel Macron as controversy rages over the French President's remarks against radical Islam,5-Nov-20,5-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-cylinder-explosion-in-roorkee-goes-viral-with-misleading-claim-1740542-2020-11-12, Congress leader from Assam Amjat Ali was arrested and weapons and explosives recovered from him,5-Nov-20,5-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-were-sweets-dumped-in-the-rjd-office-after-bihar-poll-verdict-1740522-2020-11-12," At the age of 30, RJD leader Tejashwi Yadav was conferred the ‘Youngest Politician’ award in London",5-Nov-20,5-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-unrelated-photos-viral-linking-to-recent-school-blast-peshawar-1740214-2020-11-12, French police arrested a young Muslim girl and tried to take off her headscarf forcefully,5-Nov-20,5-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-shivling-damaged-in-ranchi-shared-with-misleading-communal-claims-1740206-2020-11-11, Video of anti-Islam speech in the French Parliament,3-Nov-20,3-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-the-funeral-procession-of-man-who-beheaded-french-teacher-samuel-paty-1739851-2020-11-10, Tourist visas of 183 Pak citizens were rejected by France after Imran Khan criticised Macron's comments on Islam,2-Nov-20,2-Nov-20
https://www.indiatoday.in//fact-check/story/fact-check-fake-letter-claims-pm-modi-wants-giriraj-singh-as-chief-minister-of-bihar-1739824-2020-11-10, This is the first picture of Ram Mandir which is under construction in Ayodhya,31-Oct-20,31-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-no-former-pm-manmohan-singh-is-not-a-chief-guest-at-joe-biden-swearing-in-ceremony-1739511-2020-11-09," Rana Ayyub in an interview with CNN said, “You cannot hate all Muslims for just two beheadings",31-Oct-20,31-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-netizens-beef-up-misleading-post-to-target-kamala-harris-1739195-2020-11-08, Video shows a Muslim man in France pinning down two French men who tried to attack him,31-Oct-20,31-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-time-magazine-cover-mocking-trump-exit-from-white-house-is-not-real-1739181-2020-11-08," Massive embarrassment for Pakistan PM Imran Khan as Opposition in Pakistan Parliament chants “Modi, Modi”",29-Oct-20,29-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-russia-shared-electoral-fraud-recent-us-elections-1739017-2020-11-08," Two days after 18-year-old Anurag Poddar was killed in a police clash in Munger, his mother suffered a heart attack and died",29-Oct-20,29-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-no-pornhub-logo-did-not-appear-on-cnn-during-the-us-poll-coverage-1738728-2020-11-07, French police attacked Muslims praying on the streets of Yüksekova!The incident took place in Turkey in 2012,29-Oct-20,29-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-this-heartbreaking-video-of-6-year-old-pushing-stretcher-in-hospital-is-not-from-bihar-1738698-2020-11-06, Video shows people in Bihar chasing away the right-wing groups during the election campaign,28-Oct-20,28-Oct-20
https://www.indiatoday.in//fact-check/story/no-bsf-jawans-killed-bus-accident-bihar-1738633-2020-11-06," In Paris, after the beheading of a French teacher, people are protesting against namaaz offered by blocking streets and sidewalks",28-Oct-20,28-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-pic-viral-as-erdogan-snub-to-macron-amid-turkey-france-tensions-1738386-2020-11-05, An egg was thrown at French President Emmanuel Macron after his controversial comments on Islam,27-Oct-20,27-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-a-congress-leader-arrested-for-plotting-attack-on-hindus-1738264-2020-11-05," In Madhya Pradesh, just days before the by-elections, a protest rally against Shivraj Singh Chouhan was taken out with an effigy of a body",27-Oct-20,27-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-tejashwi-yadav-did-not-receive-any-youngest-politician-award-in-london-1738213-2020-11-05, Image of a “Go Back Modi” street graffiti is from Bihar,24-Oct-20,24-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-police-assault-on-muslim-woman-falsely-linked-to-france-1738071-2020-11-05, Viral image shows a massive crowd during Uttar Pradesh Chief Minister Yogi Adityanath's election rally in Bihar,23-Oct-20,23-Oct-20
https://www.indiatoday.in//fact-check/story/old-video-belgium-shared-anti-islam-speech-french-parliament-1737630-2020-11-03," US President Donald Trump said: “India is filthy""",23-Oct-20,23-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-fake-tweet-france-deporting-pakistanis-go-viral-imran-slams-macron-1737276-2020-11-02, Viral video shows a public service announcement from 1956 warning about the Covid-19 pandemic plaguing the world in 2020,23-Oct-20,23-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-no-these-images-are-not-of-the-under-construction-ram-temple-in-ayodhya-1736932-2020-10-31, The man in the picture is French teacher Samuel Paty who was beheaded in Paris last week,22-Oct-20,22-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-morphed-screengrab-of-rana-ayyub-s-old-interview-goes-viral-with-false-claims-1736910-2020-10-31, Telugu has now been recognised as an official language in the United States,22-Oct-20,22-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-brawl-in-brazil-falsely-shared-as-muslim-man-attacked-in-france-1736739-2020-10-31, Muslims account for 30 per cent of India's population and they are no more a minority in the country,22-Oct-20,22-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-did-pakistan-mps-chant-modi-modi-inside-parliament-1736393-2020-10-29, Picture shows liquor bottles to be distributed among voters by BJP and JD(U) in Bihar,21-Oct-20,21-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-no-munger-victim-anurag-poddar-s-mother-is-not-dead-1736388-2020-10-29," Indian flag waved during Opposition protests in Karachi, Pakistan",21-Oct-20,21-Oct-20
https://www.indiatoday.in//fact-check/story/old-video-police-action-muslims-turkey-revived-erdogan-macron-feud-1736047-2020-10-29, Picture shows a huge rally by Donald Trump supporters in Florida days before the United States Presidential election,21-Oct-20,21-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-no-this-crowd-protesting-against-bjp-is-not-from-bihar-election-campaigns-1736023-2020-10-28," Actor-politician Luv Sinha, son of Shatrughan Sinha, has tweeted that Muslims should raise their voice for IPS Sanjiv Bhatt",20-Oct-20,20-Oct-20
https://www.indiatoday.in//fact-check/story/3-year-old-protest-video-against-street-prayers-revived-beheading-teacher-paris-1735716-2020-10-28, Man in the picture saved a girl from gang rape near Shahjahanpur in Uttar Pradesh,19-Oct-20,19-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-french-president-macron-egged-has-no-link-to-remarks-on-islam-1735707-2020-10-27, Man in the picture was sentenced to death in Syria because he was a Christian,18-Oct-20,18-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-two-year-old-protest-video-against-shivraj-singh-revived-before-mp-bypolls-1735375-2020-10-27, Video shows Tamil Nadu actor-turned-politician Khushbu Sundar slapping a BJP man who groped her following her recent entry into the BJP,18-Oct-20,18-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-anti-caa-protest-in-kolkata-goes-viral-as-bihar-s-opposition-to-pm-modi-1734777-2020-10-24, Video shows fishes inside a flooded house in Hyderabad during the ongoing torrential rains,17-Oct-20,17-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-image-falsely-shared-as-crowd-at-yogi-adityanath-s-recent-bihar-rally-1734558-2020-10-23, Viral video shows heavy rains swept away a traffic signal in Hyderabad,15-Oct-20,15-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-donald-trump-s-filthy-remark-on-india-s-air-quality-goes-viral-with-misleading-claims-1734515-2020-10-23, Video shows Hyderabad’s Rajiv Gandhi International Airport (RGIA) flooded due to incessant rainfall,15-Oct-20,15-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-this-viral-1950s-public-service-announcement-on-covid-19-is-not-what-it-seems-1734434-2020-10-23, Video shows a crocodile spotted in a residential area in Hyderabad during the ongoing heavy rains,15-Oct-20,15-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-the-teacher-who-was-beheaded-in-paris-over-prophet-cartoon-1734252-2020-10-22," Picture of the juvenile involved in the 2012 Nirbhaya gang rape and murder, who is now an adult",15-Oct-20,15-Oct-20
https://www.indiatoday.in//fact-check/story/why-many-believe-telugu-is-an-official-language-in-the-us-1733933-2020-10-22, Russian-made S-300 air defence systems used by Armenia were destroyed during attacks by Azerbaijan,14-Oct-20,14-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-post-muslim-population-india-1733926-2020-10-22, BJP MP from Chandigarh Kirron Kher has said rape is part of Indian culture and it cannot be stopped,13-Oct-20,13-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-liquor-bottles-for-flood-victims-in-thailand-linked-to-bihar-polls-1733889-2020-10-21, Pictures of a man posing for a maternity shoot because his wife refused and he had already paid the photographer,13-Oct-20,13-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-were-indian-flags-waved-at-a-political-rally-in-pakistan-1733808-2020-10-21, Video footage shows Azerbaijani air raid over Armenian forces,11-Oct-20,11-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-picture-of-swiss-music-fest-passed-off-as-trump-poll-rally-1733677-2020-10-21, Video shows a helpless rickshaw puller in India breaking down after his rickshaw was seized during an eviction drive,11-Oct-20,11-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-netizens-fall-for-fake-twitter-account-impersonating-shatrughan-sinha-s-son-1733237-2020-10-20, Video shows Dalit IAS officer being stabbed to death and his daughter being gang raped by RSS workers in Nagpur,10-Oct-20,10-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-braveheart-who-saved-girl-from-miscreants-goes-viral-with-a-twisted-story-1733176-2020-10-19, US President Donald Trump had allegedly tweeted recently that he has received a shot of the Russian vaccine,9-Oct-20,9-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-know-about-the-man-smiling-in-the-face-of-death-literally-1732859-2020-10-18, Viral video shows armed policemen barging into Hathras victim's home and taking away important documents,9-Oct-20,9-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-of-khushbu-sundar-slapping-a-man-resurfaces-after-she-joins-bjp-1732691-2020-10-18," On October 7, Rhea tweeted that she got bail after spending 28 days in jail",8-Oct-20,8-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-of-fishes-inside-a-flooded-house-falsely-linked-to-recent-hyderabad-deluge-1732617-2020-10-17, Atal Bihari Vajpayee’s niece has accused RSS and BJP of trying to divide the country,8-Oct-20,8-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-viral-clip-of-traffic-signal-floating-in-floodwater-is-not-from-hyderabad-1731985-2020-10-15, Video shows upper caste men in Uttar Pradesh thrashing a woman for fetching water from a public well,7-Oct-20,7-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-video-from-mexico-shared-as-flooded-hyderabad-airport-1731958-2020-10-15, Picture of paddy saplings placed in such a way that they read “BJP” and “Modi” was taken in a village in Bengal’s South Dinajpur district,7-Oct-20,7-Oct-20
https://www.indiatoday.in//fact-check/story/old-videos-go-viral-visuals-telangana-rains-lash-state-1731843-2020-10-15, The director of medical education in Kerala has banned Raksha Bandhan celebrations in all government medical colleges in the state because it is a Hindu festival,7-Oct-20,7-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-the-juvenile-involved-in-nirbhaya-s-gang-rape-and-murder-1731808-2020-10-15," In Kashmir's Dogripora village, a tree has been beautifully carved in the shape of a hand",6-Oct-20,6-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-old-unrelated-images-linked-to-nagorno-karabakh-conflict-1731491-2020-10-14, Expert on China claims People’s Liberation Army Air Force (PLAAF) has shot down an Indian Sukhoi Su-30 fighter jet in Tibet,6-Oct-20,6-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-kirron-kher-didn-t-say-rapes-cannot-be-stopped-as-it-s-part-of-our-culture-1731299-2020-10-13," Before burning the Hathras victim’s body, Uttar Pradesh Police detained and beat up her mother as she pleaded to see her daughter’s body one last time",6-Oct-20,6-Oct-20
https://www.indiatoday.in//fact-check/story/dad-spoofs-maternity-shoot-pics-go-viral-misleading-claim-1731271-2020-10-13, Rahul and Priyanka Gandhi were snapped cracking a joke on their way to meet the family of the Hathras victim,5-Oct-20,5-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-video-game-footage-passed-off-as-azerbaijani-air-attack-on-armenian-forces-1730596-2020-10-11, Picture of popular fashion blogger Kyrzayda Rodriguez from Dominican Republic who succumbed to stage 4 stomach cancer,5-Oct-20,5-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-this-heart-wrenching-video-of-a-rickshaw-puller-is-not-from-india-1730408-2020-10-11, A woman in Bengal's West Midnapore district was raped and murdered,4-Oct-20,4-Oct-20
https://www.indiatoday.in//fact-check/story/rss-workers-killing-dalit-ias-officer-fact-check-1730314-2020-10-10, Brazilian government displayed four billion Brazilian real – the money recovered from its corrupt politicians and public servants - for public viewing,2-Oct-20,2-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-trump-fake-tweet-claims-of-him-getting-shot-russian-vaccine-1730163-2020-10-09, Viral images show the father of one of the accused in the Hathras incident along with PM Narendra Modi and UP CM Yogi Adityanath,2-Oct-20,2-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-video-from-unnao-falsely-shared-as-up-police-s-atrocity-against-hathras-victim-s-family-1730013-2020-10-09, The image shows UP CM Yogi Adityanath watching live the forced cremation of the Hathras case victim,1-Oct-20,1-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-rhea-did-not-tweet-on-her-bail-it-s-a-fake-account-1729725-2020-10-08, These bears are feasting on apples somewhere in Kashmir,1-Oct-20,1-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-nagma-goofs-up-again-calls-anti-govt-activist-vajpayee-s-niece-1729413-2020-10-08," A woman covered herself in barbed wires and metal sheets to protest against the BJP government, signifying that it has failed to ensure women’s safety",1-Oct-20,1-Oct-20
https://www.indiatoday.in//fact-check/story/fact-check-video-of-woman-being-thrashed-circulated-as-caste-atrocity-in-up-1729365-2020-10-07, Video shows PM Modi’s mock funeral being held in Haryana as part of the ongoing anti-farm reform protests,30-Sep-20,30-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-bengal-bjp-chief-posts-misleading-tweet-to-depict-farmers-support-for-modi-1729322-2020-10-07," This was the girl who was gang-raped and tortured in Hathras, Uttar Pradesh, leading to her death two weeks later on September 29",29-Sep-20,29-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-no-kerala-has-not-banned-raksha-bandhan-celebrations-in-medical-colleges-1729207-2020-10-07, A project engineer who made a microchip that will be implanted in a Covid patient along with the vaccine has warned us not to take it,29-Sep-20,29-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-this-tree-carved-in-the-shape-of-a-giant-hand-1729041-2020-10-06, Late singer SP Balasubrahmanyam’s family was not able to clear hospital bills,28-Sep-20,28-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-sitting-in-pakistan-this-fake-china-expert-wants-to-shutdown-indian-sukhoi-1729040-2020-10-06, The Tamil Nadu government and Madras high court have changed their logos from Tamil to Hindi,28-Sep-20,28-Sep-20
https://www.indiatoday.in//fact-check/story/hathras-case-woman-abused-police-fact-check-1728897-2020-10-06, Former Prime Minister Manmohan Singh was asked to move to another chair at an event because of Sonia Gandhi,27-Sep-20,27-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-were-rahul-and-priyanka-caught-joking-on-way-to-meet-hathras-victim-s-kin-1728691-2020-10-05," Deepika Padukone appeared before NCB for questioning wearing a t-shirt that said ""I stand with Indian farmers""",26-Sep-20,26-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-netizens-confuse-2-popular-bloggers-in-emotional-post-on-love-1728530-2020-10-05, Adani Agri Logistics Ltd,25-Sep-20,25-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-misleading-claims-over-woman-body-found-paddy-field-in-bengal-1728234-2020-10-04, Kolkata Knight Riders to acquire a 1,25-Sep-20,25-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-know-the-truth-behind-this-viral-video-of-a-pile-of-cash-on-the-streets-of-brazil-1727836-2020-10-02,  Pictures show a victim of love jihad in Kerala The pictures are of a Muslim woman from Bangladesh who was tortured by her husband and in-laws over dowry,25-Sep-20,25-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-no-this-man-standing-next-to-bjp-leaders-is-not-the-father-of-hathras-rape-accused-1727773-2020-10-02," Video of the Ram temple bell, weighing 2,100 kg, which is made of 'ashtadhatu' and can be heard up to 15 km away",23-Sep-20,23-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-picture-yogi-watching-hathras-victim-s-live-cremation-morphed-1727410-2020-10-01, People in Saudi Arabia are seen jostling to enter a cinema hall during its inauguration by crown prince Mohammed Bin Salman,23-Sep-20,23-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-this-cute-picture-of-bears-chomping-on-apples-is-not-from-kashmir-1727457-2020-10-01, Members of the Tablighi Jamaat celebrated PM Modi’s birthday inside the Nizamuddin Markaz – Jamaat’s global headquarters,22-Sep-20,22-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-is-this-woman-wearing-barbed-wires-in-protest-against-hathras-incident-1727131-2020-10-01," Addressing a public meeting, Shivraj Singh Chouhan asked who’s the better CM between him and Kamal Nath, to which the crowd unanimously answered Kamal Nath",21-Sep-20,21-Sep-20
https://www.indiatoday.in//fact-check/story/fact-video-old-video-of-pm-modi-s-mock-funeral-linked-to-recent-farmers-protests-1726982-2020-09-30," Picture of BR Ambedkar and his wife seen on a city bus running in Columbia, United States",21-Sep-20,21-Sep-20
https://www.indiatoday.in//fact-check/story/wrong-girl-goes-viral-on-social-media-as-hathras-victim-1726722-2020-09-29, This is the truth about Rakhi Sawant,20-Sep-20,20-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-do-not-believe-this-hoax-about-microchip-implant-in-coronavirus-vaccine-1726551-2020-09-29, Molenbeek city in Belgium has become the first European city with 100 per cent Muslim population,19-Sep-20,19-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-rumours-galore-over-who-settled-spb-s-hospital-bills-1726299-2020-09-28, Image shows a 100-year-old 'smiling' mummified monk in Mongolia,19-Sep-20,19-Sep-20
https://www.indiatoday.in//fact-check/story/madras-high-court-logo-hindi-fact-check-1726222-2020-09-28, Image shows a BJP worker pinned down on road by Kerala police for protesting against the Communist government,18-Sep-20,18-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-when-some-netizens-chaired-fake-news-on-manmohan-and-sonia-1726010-2020-09-27," Upon being tested Covid-positive, one should ask for Ct (Cycle threshold) value that calculates viral load",17-Sep-20,17-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-no-deepika-did-not-appear-before-ncb-in-a-t-shirt-with-pro-farmer-message-1725747-2020-09-26, This is the picture of Dr Vidhi from Ahmedabad who succumbed to Covid-19,16-Sep-20,16-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-no-adani-group-s-punjab-grain-storage-wasn-t-set-up-overnight-after-farm-bills-were-passed-1725524-2020-09-25," Movie theatres across India will be reopened from October 1, 2020",16-Sep-20,16-Sep-20
https://www.indiatoday.in//fact-check/story/viral-ipl-shah-rukh-khan-kkr-investing-reliance-digital-us-firm-1725188-2020-09-25, Actor Mukesh Khanna has called for a boycott of Jaya and Amitabh Bachchan,15-Sep-20,15-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-woman-bruises-not-love-jihad-victim-kerala-1725157-2020-09-25," Top UP BJP leader's son created a ruckus at the 'Dance India Dance' audition in Noida, along with his father and other goons",14-Sep-20,14-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-this-ram-temple-story-does-ring-a-bell-but-is-not-entirely-true-1724742-2020-09-23, An Indian Air Force Mi-17 helicopter has recently crashed in Ladakh,14-Sep-20,14-Sep-20
https://www.indiatoday.in//fact-check/story/fact-check-israeli-film-in-saudi-theatre-truth-behind-crowd-trying-to-gatecrash-building-1724546-2020-09-23," Image shows Canadian PM Justin Trudeau holding a T-shirt in support of Tamil Nadu’s protest against the alleged ""Hindi imposition"" by the Centre on non-Hindi speaking Indian states",14-Sep-20,14-Sep-20
https://www.indiatoday.in//fact-check/story/tablighi-jamaat-celebrating-pm-modi-s-birthday-nizamuddin-markaz-fact-check-1724226-2020-09-22, The Centers for Disease Control and Prevention (CDC) has removed “Covid-19 pandemic” from its website and replaced it with “Covid-19 outbreak”,13-Sep-20,13-Sep-20
