Links,Claims,Date,
https://www.boomlive.in/bjp-karnataka-tweets-fake-letter-claiming-sonia-gandhi-planned-lingayat-division/,Picture Of A Foreign Women And Her Daughter Celebrating Durga Ashtami,15 April 2019 1:45 PM GMT,15-Apr-19
https://www.boomlive.in/video-of-two-groups-of-bjp-supporters-fighting-goes-viral-with-misleading-context/,ABP News Reports That The Supreme Court Has Passed An Order Asking For A Case To Be Filed Against Prime Minister Narendra Modi In The Rafale Case,15 April 2019 1:05 PM GMT,15-Apr-19
https://www.boomlive.in/did-amit-shah-promise-to-bring-back-black-money-a-factcheck/,Bollywood Actor Akshay Kumar Joins BJP,15 April 2019 6:49 AM GMT,15-Apr-19
https://www.boomlive.in/viral-whatsapp-forward-on-churches-being-burnt-is-fake/,Image Of 20 Year Old Model Mansi Dixit Murdered And Her Body Stuffed In A Suitcase,13 April 2019 4:38 PM GMT,13-Apr-19
https://www.boomlive.in/no-this-is-not-a-photo-of-abhinandan-varthaman-after-casting-his-vote/,Prime Minister Narendra Modi Sitting Beside An Unidentified Woman On Board An Aircraft,13 April 2019 8:56 AM GMT,13-Apr-19
https://www.boomlive.in/photoshoped-pic-of-ranveer-and-deepika-and-other-news-you-almost-believed/,Rahul Gandhi Offering Namaaz At A Hindu Temple,12 April 2019 11:36 AM GMT,12-Apr-19
https://www.boomlive.in/jk-video-showing-mob-damaging-an-evm-revived-as-incident-in-up/,Muslims In Bihars Goplaganj District Attacked An Intermediate Student And Punctured Her Body With A Knife,12 April 2019 8:40 AM GMT,12-Apr-19
https://www.boomlive.in/pro-bjp-song-added-to-viral-video-of-a-kashmiri-man-dancing-outside-a-polling-booth/,Supreme Court Has Passed An Emergency Verdict To Give 10 Years Jail For Those Guilty Of Attack On Christians,11 April 2019 5:22 PM GMT,11-Apr-19
https://www.boomlive.in/a-fake-survey-citing-the-bbc-is-back-this-time-predicting-a-congress-win/,"Image Of Petrol Bill Stating If You Want To Reduce Petrol Price, Don’t Vote Modi Again",11 April 2019 1:58 PM GMT,11-Apr-19
https://www.boomlive.in/no-this-is-not-gurmehar-kaur-dancing-on-the-campaign-trail-in-begusarai/,Image Of Aishwarya Rai Bachchan Tweet On #MeToo,11 April 2019 10:20 AM GMT,11-Apr-19
https://www.boomlive.in/with-over-2-9-million-members-this-pro-modi-facebook-group-is-a-fake-news-farm/,Tej Pratap Yadav Receives A Doctorate Degree From Takshsila University In Bihar,11 April 2019 9:14 AM GMT,11-Apr-19
https://www.boomlive.in/image-of-deepika-and-ranveer-wearing-vote-for-bjp-scarves-is-photoshopped/,Some Kids From UAE Put Their Father In A Helium Balloons And He Flew Away And Crossed The Oman Border And Was Seen By Omani Border Forces And Later Found In Oman Mountains Badly Injured,10 April 2019 3:47 PM GMT,10-Apr-19
https://www.boomlive.in/bbc-survey-predicting-more-than-323-seats-for-bjp-is-fake/,Image Of A Poster Being Held By Two Men At A Protest Site Calling Prime Minister Narendra Modi A Thief,10 April 2019 2:47 PM GMT,10-Apr-19
https://www.boomlive.in/no-these-are-not-fake-fingers-created-for-casting-votes/,This Is The Indian City Of Jhansi Where A Hindu Mob Is Lynching A Muslim On The Street,9 April 2019 4:08 PM GMT,9-Apr-19
https://www.boomlive.in/old-video-of-bjp-councillor-thrashing-cop-revived-shared-with-false-caption/,Sambit Patra Calling Protesting Farmers ‘Gaddar’,9 April 2019 11:35 AM GMT,9-Apr-19
https://www.boomlive.in/image-of-alms-distribution-to-thai-monks-shared-as-crowd-at-bjps-cooch-behar-rally/,Uttar Pradeshs Yogi Adityanath Government Discarding Defunct 108 Ambulances,9 April 2019 10:30 AM GMT,9-Apr-19
https://www.boomlive.in/photoshopped-pic-shows-pm-modi-amit-shah-looking-over-a-massive-crowd/,"A Farmer With A Brick In His Hand, Facing A Cop With A Gun",8 April 2019 2:29 PM GMT,8-Apr-19
https://www.boomlive.in/fake-quote-claims-kangana-ranaut-slammed-shabana-azmi-with-anti-islam-rant/,A Hindu Man Beheaded A Muslim Youth Who Had Eloped With His Daughter In Tamil Nadu,7 April 2019 2:49 PM GMT,7-Apr-19
https://www.boomlive.in/three-year-old-nagpur-rally-image-falsely-shared-as-2019-by-youth-congress/,Video Of Rafale Fighter Plane Performing Stunts In The Air,6 April 2019 7:22 AM GMT,6-Apr-19
https://www.boomlive.in/fake-news-about-a-challenge-vote-and-other-news-you-almost-believed/,Women Holding Placards Reading ‘Modi Chor’ At The Launch Of Ayushman Bharat Scheme,5 April 2019 4:59 PM GMT,5-Apr-19
https://www.boomlive.in/photoshopped-pic-turns-chowkidar-chor-hai-to-pappu-cong-chor-hai/,RSS Youth Attacked A Dalit Christian Woman,5 April 2019 1:31 PM GMT,5-Apr-19
https://www.boomlive.in/fake-news-from-rahul-gandhis-wayanad-rally-keeps-social-media-abuzz/,Prime Minister Narendra Modi Admits That He Has Studied Till High School,5 April 2019 1:16 PM GMT,5-Apr-19
https://www.boomlive.in/photoshopped-image-of-sambit-patra-eating-with-a-homeless-couple-on-a-footpath-surfaces/,Top 10 List Of Most Corrupt Political Party In The World 2018 By BBC,4 April 2019 3:12 PM GMT,4-Apr-19
https://www.boomlive.in/old-images-of-dhoni-and-sanjay-dutt-meeting-bjp-leaders-shared-with-false-claims/,DragonAir B-737 Hit By Typhoon In Shen Zhen. But Managed To Land Safely,4 April 2019 2:09 PM GMT,4-Apr-19
https://www.boomlive.in/viral-newspaper-clip-claiming-rahul-gandhi-called-baniyas-thieves-is-fake/,Prime Minister Narendra Modi Wearing A Bohra Cap,4 April 2019 11:55 AM GMT,4-Apr-19
https://www.boomlive.in/can-you-ask-for-a-challenge-vote-if-your-name-is-not-on-a-voter-list/,Anupam Kher Clebrated Ganesh Chaturthi In Uganda,4 April 2019 10:01 AM GMT,4-Apr-19
https://www.boomlive.in/was-yogi-adityanath-enticing-potential-voters-with-cash-a-factcheck/,Image Of One Brother Holding His Injured Brother Who Was Shot By Israeli Snipers Which Al Jazeera Reported,4 April 2019 7:24 AM GMT,4-Apr-19
https://www.boomlive.in/video-of-an-exorcism-in-bangladesh-falsely-shared-as-forced-conversion-in-kerala/,Winning A 25 Lakh KBC Lottery,3 April 2019 11:12 AM GMT,3-Apr-19
https://www.boomlive.in/fake-twitter-account-posing-as-a-british-scribe-in-india-busted/,District Collector Of Kodagu In Karnataka Falls Into A Drain,2 April 2019 11:31 AM GMT,2-Apr-19
https://www.boomlive.in/doctored-video-of-former-aap-leader-ashutosh-goes-viral/,"Defence Minister Nirmala SitharamanIs Says, Is Rahul Gandhi Really On Mansarovar Yatra?",2 April 2019 9:10 AM GMT,2-Apr-19
https://www.boomlive.in/was-shashi-tharoor-distributing-money-to-a-crowd/,"Goatman Spotted In Hisar, Haryana",1 April 2019 12:48 PM GMT,1-Apr-19
https://www.boomlive.in/post-claiming-pm-modi-topped-the-list-of-50-most-honest-politicians-is-fake/,Three Dalit Men Beaten By RSS In Tamil Nadhu For Saying Jai Bhim,1 April 2019 11:30 AM GMT,1-Apr-19
https://www.boomlive.in/fake-message-claims-no-evms-in-constituencies-with-more-than-100-candidates/,Image Of Prime Minister Narendra Modi Eating Multiple Dishes,1 April 2019 10:50 AM GMT,1-Apr-19
https://www.boomlive.in/fake-lokniti-survey-predicts-telugu-desam-party-win-in-andhra-pradesh/,Death Of 225 Animals In Kaziranga National Park In Assam Due To Heavy Floods In 2018,1 April 2019 9:09 AM GMT,1-Apr-19
https://www.boomlive.in/video-of-a-mock-drill-at-ambaji-temple-falsely-shared-as-a-terror-attack/,Images Of Congress Party Workers Striping A Hindu Women In Public For Raising Pro-Modi Slogans,30 March 2019 12:59 PM GMT,30-Mar-19
https://www.boomlive.in/no-judge-who-acquitted-aseemanand-in-mecca-masjid-blast-case-did-not-join-bjp/,Former Catholic Pope Benedict XVI performing Hajj in Mecca,29 March 2019 5:34 PM GMT,29-Mar-19
https://www.boomlive.in/will-the-real-urmila-matondkar-on-twitter-please-stand-up/,Muslims Beating Up A Naga Sadhu In Uttarkhand,29 March 2019 1:33 PM GMT,29-Mar-19
https://www.boomlive.in/photoshopped-image-shows-priyanka-gandhi-vadra-wearing-a-crucifix/,IPS Officer And Husband Were Killed By ISIS Jihadis In Kerala Using Modern Capsule Bomb,29 March 2019 11:37 AM GMT,29-Mar-19
https://www.boomlive.in/old-video-of-uma-bharti-calling-pm-modi-vinash-purush-shared-as-recent/,Long Queue In Kerela Post 2018 Floods To Buy Alcohol,27 March 2019 2:38 PM GMT,27-Mar-19
https://www.boomlive.in/2015-cow-vigilante-video-from-haryana-revived-with-misleading-claim/,Cracks In Kerelas Mullaperiyar Dam,27 March 2019 1:24 PM GMT,27-Mar-19
https://www.boomlive.in/factcheck-was-journalist-abhisar-sharma-bribing-a-villager-to-speak-against-the-up-government/,WhatsApp Message Can Steal Your Thumb Print To Unlock The Message,27 March 2019 12:51 PM GMT,27-Mar-19
https://www.boomlive.in/postcard-spreads-fake-news-about-bjp-winning-ls-seat-in-arunachal-pradesh/,A Young Man In Mumbais Thane District Is Jabbing School Children With An Injection Containing A Deadly Virus,26 March 2019 5:05 PM GMT,26-Mar-19
https://www.boomlive.in/video-of-haryanas-fracture-gang-beating-a-man-shared-with-communal-claim/,WhatsApp New Feature Allows Government To Read Messages,25 March 2019 12:46 PM GMT,25-Mar-19
https://www.boomlive.in/mp-congress-aap-leader-tweet-satire-piece-on-kumbh-800cr-scam/,"Jet Airways Is Giving 2 Free Tickets To Every Family, To Celebrate 25th Anniversary",25 March 2019 10:48 AM GMT,25-Mar-19
https://www.boomlive.in/no-modi-apples-are-not-named-after-pm-narendra-modi/,‘Modi-Xi will Mate 6 Times In 24 Hours’ : TOI Headline,25 March 2019 9:58 AM GMT,25-Mar-19
https://www.boomlive.in/video-of-lathi-charge-on-hindu-jagran-manch-resurfaces-as-attack-on-muslims/,Modi government passed Indian Penal Code 233 which says that a woman wont be punished if she kills the man who raped her.,24 March 2019 9:55 AM GMT,24-Mar-19
https://www.boomlive.in/old-video-from-canada-falsely-shared-as-new-zealand-gunman-beaten-in-prison/,Girl In Viral Video Reciting A Poem Is Kathua Rape Victim,23 March 2019 3:34 PM GMT,23-Mar-19
https://www.boomlive.in/priyanka-gandhis-morphed-photo-on-an-old-ganga-image-viral-with-false-claim/,Video shows TMC workers going on rampage after Mamata Banerjee barred them from singing Vande Mataram,23 March 2019 10:20 AM GMT,23-Mar-19
https://www.boomlive.in/images-from-old-rallies-shared-as-pm-modis-roadshow-in-varanasi/,Christian Pastor and his wife humiliated by Indians In Uttar Pradesh,23 March 2019 9:54 AM GMT,23-Mar-19
https://www.boomlive.in/old-video-shared-claiming-350-people-converted-to-islam-in-new-zealand/,A Worker Adulterated Cadbury Products With HIV Infected Blood,22 March 2019 6:06 AM GMT,22-Mar-19
https://www.boomlive.in/photoshopped-tweet-claims-ratan-tata-took-a-swipe-at-pm-modi/,Image shows night stay of Indian soldiers at Siachen Glacier,20 March 2019 12:32 PM GMT,20-Mar-19
https://www.boomlive.in/six-year-old-video-of-a-mob-vandalising-a-church-in-egypt-revived-after-nz-mosque-attack/,A grotesque picture of blood smeared faces of a father and daughter allegedly depict them playing holy with cow blood,19 March 2019 3:24 PM GMT,19-Mar-19
https://www.boomlive.in/if-indian-opposition-doesnt-consider-masood-azhar-a-terrorist-why-should-we-did-china-say-this/,Video of Sukma Attack In Chhattisgarh,19 March 2019 12:03 PM GMT,19-Mar-19
https://www.boomlive.in/lone-gunman-or-pak-proxy-how-newsx-used-a-facebook-post-to-fan-a-conspiracy/,Baba Ramdev Died In A Serious Expressway Accident,17 March 2019 8:51 AM GMT,17-Mar-19
https://www.boomlive.in/old-photos-from-egypt-shared-as-new-zealand-mosque-attack/,N95 masks will kill virus,16 March 2019 4:20 PM GMT,16-Mar-19
https://www.boomlive.in/morbid-curiosity-bigotry-keep-new-zealand-mosque-attack-video-alive-in-india/,Video of vandalisation of mosque in Delhis Ashoknagar,16 March 2019 3:37 PM GMT,16-Mar-19
https://www.boomlive.in/old-political-cartoon-targeting-the-bjp-not-created-by-american-cartoonist/,Photo shows police seized weapons from the Jamia Milia University campus,15 March 2019 12:38 PM GMT,15-Mar-19
https://www.boomlive.in/is-this-the-design-for-a-new-indian-passport-a-fact-check/,Photo shows a policeman stepping on a protester at Jamia,14 March 2019 7:30 AM GMT,14-Mar-19
https://www.boomlive.in/viral-graphic-showing-upa-more-effective-than-nda-at-fighting-terrorism-is-false/,Aligarh Muslim University students chanting slogans to eradicate Hindus and killing them,13 March 2019 1:09 PM GMT,13-Mar-19
https://www.boomlive.in/photoshopped-pic-of-a-muslim-woman-holding-a-placard-supporting-pm-modi-revived/,Video shows gym equipment moving automatically in a park,13 March 2019 10:04 AM GMT,13-Mar-19
https://www.boomlive.in/old-plane-crash-videos-and-images-go-viral-as-ethiopian-airlines-tragedy/,Video shows a girl from Madhya Pradesh being thrashed by her father,13 March 2019 9:00 AM GMT,13-Mar-19
https://www.boomlive.in/photoshopped-image-of-actress-nusrat-jahan-revived-after-tmc-announces-her-candidature/,Coronavirus patient zero had sex with bats,12 March 2019 3:04 PM GMT,12-Mar-19
https://www.boomlive.in/video-claiming-to-capture-ethiopian-plane-crash-is-from-afghanistan/,N95 masks will kill virus,12 March 2019 2:48 PM GMT,12-Mar-19
https://www.boomlive.in/congress-it-cell-workers-claim-credit-for-delhi-government-school-built-under-aap/,Video of vandalisation of mosque in Delhis Ashoknagar,12 March 2019 2:00 PM GMT,12-Mar-19
https://www.boomlive.in/fake-news-hits-surf-excel-amidst-backlash-for-commercial-promoting-religious-harmony/,Shaheen Bagh protesters deserted the protest site after AAP won Delhi elections,12 March 2019 11:02 AM GMT,12-Mar-19
https://www.boomlive.in/video-of-an-art-installation-falsely-shared-as-tn-politicians-embezzled-cash/,The Coronavirus is patented by the US,11 March 2019 12:17 PM GMT,11-Mar-19
https://www.boomlive.in/fact-check/fake-news-delhi-rohini-area-man-husband-stabs-wife-to-death-communal-angle-harish-mehta-nelu-metha-factcheck-12726,Clip shows Muslim man stabs hindu wife,12 April 2021 10:59 AM GMT,12-Apr-21
https://www.boomlive.in/fact-check/bjp-bengal-leaders-share-photo-of-injured-cisf-jawan-with-fake-claim-12723,Image shows CISF jawan attacked by TMC goons in West Bengals Shitalkuchi,12 April 2021 8:59 AM GMT,12-Apr-21
https://www.boomlive.in/fact-check/west-bengal-assembly-election-2021-fake-news-old-video-keya-ghosh-bjp-tmc-12716,This is how TMC has been doing rigging.,11 April 2021 1:08 PM GMT,11-Apr-21
https://www.boomlive.in/fact-check/fake-news-locket-chatterjee-car-broken-from-inside-west-bengal-elections-bjp-tmc-voting-factcheck-12704,BJP leader Locket Chatterjees car window broken from inside,10 April 2021 11:36 AM GMT,10-Apr-21
https://www.boomlive.in/fact-check/ever-given-suez-canal-crisis-dhoom-machaale-horns-fake-news-fact-check-12692,Dhoom Horns are been blown as the ship finally leaves the Suez Canal. 100% Indian staff,9 April 2021 12:49 PM GMT,9-Apr-21
https://www.boomlive.in/fast-check/2019-video-of-bjp-leaders-fighting-in-up-revived-with-false-claim-12689,Video BJP leader was thrashed by shoes for talking behalf of Modi in a ministerial meet in India,9 April 2021 10:26 AM GMT,9-Apr-21
https://www.boomlive.in/fact-check/prime-minister-narendra-modi-mann-ki-baat-pariksha-pe-charcha-2021-pmo-india-attempt-difficult-questions-first-factcheck-12678,PM Narendra Modi said attempt difficult questions first,8 April 2021 12:54 PM GMT,8-Apr-21
https://www.boomlive.in/fact-check/video-of-protests-in-bangladesh-post-pm-modis-visit-peddled-as-bengal-12673,Video shows Muslims protesting in West Bengal,8 April 2021 11:51 AM GMT,8-Apr-21
https://www.boomlive.in/fast-check/fake-news-2014-bhojpuri-film-photo-aurat-hilonna-nahi-west-bengal-election-hindu-woman-communal-angle-factcheck-12666,Photo shows Hindu woman being tortured in West Bengal,8 April 2021 7:37 AM GMT,8-Apr-21
https://www.boomlive.in/coronavirus-outbreak/video-who-india-50000-covid-19-deaths-fake-news-12639,"WHO said India will see 50,000 deaths by April 15",6 April 2021 11:08 AM GMT,6-Apr-21
https://www.boomlive.in/fact-check/dahod-police-arrests-terrorists-at-railway-station-viral-video-fact-check-fake-news-gujarat-12638,Police/army apprehended terrorists at Dahod railway station,6 April 2021 10:56 AM GMT,6-Apr-21
https://www.boomlive.in/fact-check/arvind-kejriwal-face-mask-corona-virus-covid-19-second-wave-fact-check-fake-news-12627,Arvind Kejriwal is putting a mask on the face of a kid but is not wearing one himself.,5 April 2021 2:16 PM GMT,5-Apr-21
https://www.boomlive.in/fact-check/bengal-polls-morphed-abp-clipping-claims-tmcs-win-12626,Anadabazar Patrika shows opinon poll as TMCs Dilip Yadav ahead in Pursurah seat,5 April 2021 1:12 PM GMT,5-Apr-21
https://www.boomlive.in/fact-check/fact-check-fake-news-yogi-adityanath-ani-video-ani-up-viral-video-12625,Video of Yogi Adityanath using an expletive word is fake,5 April 2021 12:46 PM GMT,5-Apr-21
https://www.boomlive.in/fact-check/muslim-couple-marries-off-adopted-daughter-to-hindu-man-kerala-viral-photo-fact-check-12618,Muslim parents in Kerala got their daughter married to a Hindu boy,4 April 2021 3:06 PM GMT,4-Apr-21
https://www.boomlive.in/fact-check/himanta-biswa-sarma-covid-19-assam-mask-social-distancing-12617,There is no COVID-19 in Assam these days.,4 April 2021 2:02 PM GMT,4-Apr-21
https://www.boomlive.in/fact-check/evm-hacking-ts-krishnamurthy-election-commission-assembly-election-2021-west-bengal-assam-tamil-nadu-kerala-fake-news-fact-check-12616,Ex Election Commissioner TS Krishnamurthy said BJP won Gujarat and Himachal Pradesh elections by hacking EVMs.,4 April 2021 11:19 AM GMT,4-Apr-21
https://www.boomlive.in/coronavirus-outbreak/fake-message-of-covid-19-cure-found-by-pondicherry-student-revived-12603,Pondicherry University student found the cure for covid-19,3 April 2021 12:51 PM GMT,3-Apr-21
https://www.boomlive.in/fact-check/fake-news-old-photos-income-tax-raid-gold-cash-tamil-nadu-dmk-mk-stalin-daughter-it-raids-house-factcheck-12602,Photos show cash and gold recovered in income tax raids at MK Stalins daughters house,3 April 2021 12:12 PM GMT,3-Apr-21
https://www.boomlive.in/fact-check/pm-modi-falsely-claims-building-15000-kms-of-rural-road-in-assam-12601,PM Narendra Modi waving at invisible crowd,3 April 2021 11:55 AM GMT,3-Apr-21
https://www.boomlive.in/fact-check/rahul-gandhi-falsely-claims-assam-tops-unemployment-in-india-12600,COVID-19 vaccines will cause more deadly variants of the virus,3 April 2021 11:26 AM GMT,3-Apr-21
https://www.boomlive.in/fact-check/factchecking-ministers-comments-on-covid-19-icu-beds-in-delhi-12598,Kolkata TV predicts Suvendu Adhikari will win Nandigram in opinion poll,3 April 2021 10:56 AM GMT,3-Apr-21
https://www.boomlive.in/fact-check/fact-check-pm-narendra-modi-waves-at-invisible-crowd-viral-video-fake-news-west-bengal-elections-assam-kerala-tami-nadu-puducherry-12596,Clip shows holi celebration at Atal tunnel,3 April 2021 6:34 AM GMT,3-Apr-21
https://www.boomlive.in/world/self-described-virologist-bossche-makes-false-covid-19-vaccine-claims-12700,Dr. Hari Harinis death was due to diclofenac which was given to her for pain after the covid-19 vaccine,31 March 2021 6:33 PM GMT,31-Mar-21
https://www.boomlive.in/fact-check/fake-kolkatatv-opinion-poll-claims-suvendu-adhikaris-win-in-nandigram-12579,Former chief justice of India Ranjan Gogoi tweets about education jihad,31 March 2021 3:26 PM GMT,31-Mar-21
https://www.boomlive.in/fact-check/fake-news-atal-tunnel-himachal-pradesh-ladakh-holi-celebration-viral-video-saudi-arabia-factcheck-12578,Audio clip on COVID relates to Dr. Trehan of Medanta,31 March 2021 3:04 PM GMT,31-Mar-21
https://www.boomlive.in/coronavirus-outbreak/bmc-rubbishes-viral-graphic-claiming-children-more-prone-to-covid-19-12575,Woman assaulted by members of Bajrang Dal and RSS,31 March 2021 1:59 PM GMT,31-Mar-21
https://www.boomlive.in/fact-check/west-bengal-election-2021-bjp-tmc-ipac-leaked-survey-mamata-banerjee-nandigram-suvendu-adhikari-dilip-ghosh-letter-jp-nadda-intelligence-bureau-fake-news-12570,Image shows one of Amit Shahs recent rallies.,31 March 2021 10:59 AM GMT,31-Mar-21
https://www.boomlive.in/coronavirus-outbreak/did-taking-diclofenac-post-covid-19-jab-kill-a-tn-doctor-a-factcheck-12549,Muslim youth get violent when asked to wear helmet,30 March 2021 6:27 AM GMT,30-Mar-21
https://www.boomlive.in/fact-check/driveway-brawl-viral-as-ajay-devgn-thrashed-by-farmers-supporters-12541,Uttaranchal university made all students wear saffron scarf on graduation day,29 March 2021 8:44 AM GMT,29-Mar-21
https://www.boomlive.in/fact-check/screenshot-of-ranjan-gogoi-tweet-on-jamia-professor-abrar-ahmad-viral-caa-fact-check-12538,Leaked video shows Mamata Banerjee secretly visiting a mosque to offer prayers,28 March 2021 3:08 PM GMT,28-Mar-21
https://www.boomlive.in/fact-check/covid-19-cure-audio-clip-that-was-falsely-linked-to-medanta-resurfaces-12537,Clip shows a bomb blast in a church in Andhra Pradesh,28 March 2021 2:18 PM GMT,28-Mar-21
https://www.boomlive.in/fast-check/2019-video-of-tribal-woman-assaulted-in-mp-revived-with-false-claims-12529,"ICICI, HDFC and Axis Bank were PSUs that have been privatised",28 March 2021 6:58 AM GMT,28-Mar-21
https://www.boomlive.in/fact-check/2018-photo-of-empty-chairs-from-bjp-event-viral-as-west-bengal-12526,News graphic shows TV9 Bharatvarsh reporting that Aditya Thackeray tested HIV positive,27 March 2021 2:16 PM GMT,27-Mar-21
https://www.boomlive.in/fact-check/narendra-modi-bangladesh-bjp-jana-sangh-1971-bangladesh-freedom-jana-sangh-satyagraha-12525,"Photo shows a recent protest in Dhaka, Bangladesh against Prime Minister Narendra Modi",27 March 2021 1:20 PM GMT,27-Mar-21
https://www.boomlive.in/fact-check/muslim-youth-attack-when-asked-to-wear-helmets-viral-video-islamophobia-fact-check-12510,Clip shows a Boeing 747 launched from a cargo plane,26 March 2021 12:34 PM GMT,26-Mar-21
https://www.boomlive.in/fact-check/uttaranchal-university-convocation-saffron-dress-code-for-students-fact-check-12495,JJ Hospital in Mumbai is giving Covid-19 vaccine to everybody above the age of 45,25 March 2021 1:32 PM GMT,25-Mar-21
https://www.boomlive.in/fact-check/mamata-banerjee-secretly-visits-nandigram-dargah-not-really-12492,"PM Modi said show the poor dreams, tell lies, make them fight one another and then rule",25 March 2021 12:49 PM GMT,25-Mar-21
https://www.boomlive.in/fact-check/fake-news-andhra-pradesh-church-blast-viral-video-sri-lanka-church-easter-bombing-fact-check-12491,A serious discussion on Corona at Bhopals national health missions office,25 March 2021 9:54 AM GMT,25-Mar-21
https://www.boomlive.in/fact-check/were-axis-hdfc-bank-icici-bank-psus-before-privatisation-a-factcheck-12485,"Rahul Gandhi asks student whether unemployment has increased BJP regime, the student says no, it hasnt.",24 March 2021 3:08 PM GMT,24-Mar-21
https://www.boomlive.in/fact-check/fake-news-aditya-thackeray-hiv-positive-shiv-sena-uddhav-thackeray-tv9-bharatvarsh-edited-news-graphic-12477,Rajasthan government has given 100 crores rupees for a dargah.,24 March 2021 8:29 AM GMT,24-Mar-21
https://www.boomlive.in/fact-check/anti-france-protest-photo-falsely-linked-to-pm-modis-bangladesh-visit-12469,The Wire has offered an apology in the Supreme Court after losing the Jay Shah case,23 March 2021 11:07 AM GMT,23-Mar-21
https://www.boomlive.in/fact-check/fake-news-flight-simulation-clip-boeing-747-carrying-antonov-an-225-cargo-plane-take-off-factcheck-12460,A 31 year old rare picture of Narendra Modi at a refugee camp at Rajasthans Barmer where he went to meet displaced Hindus.,23 March 2021 9:00 AM GMT,23-Mar-21
https://www.boomlive.in/coronavirus-outbreak/fake-message-claims-jj-hospital-giving-covid-19-vaccines-to-all-above-45-12459,"Citizens of Uttar Pradesh beware as the chief minister Yogi Adityanath in this video saying that there are possibilities of lockdown in 15 districts of the state, again.",23 March 2021 8:29 AM GMT,23-Mar-21
https://www.boomlive.in/fact-check/fake-news-cropped-clip-pm-narendra-modi-speech-lie-to-the-poor-congress-party-assam-formula-assam-election-fact-check-12448,"Photos show BJP workers ransacking Coffee House, Kolkata",22 March 2021 8:45 AM GMT,22-Mar-21
https://www.boomlive.in/fact-check/woman-dancing-video-national-health-mission-office-bhopal-madhya-pradesh-coronavirus-covid-19-corona-guidelines-fact-check-12439,Video shows boy thrashed in madrasa by teacher in UP,21 March 2021 1:18 PM GMT,21-Mar-21
https://www.boomlive.in/fact-check/fact-check-fake-news-rahul-gandhi-interaction-with-college-students-assam-elections-unemployment-rate-bjp-congress-12437,Photo shows Mamata Banerjee faked her leg injury,21 March 2021 10:52 AM GMT,21-Mar-21
https://www.boomlive.in/fact-check/fake-news-rajasthan-government-100-crores-one-dargah-ashok-gehlot-hindu-muslim-communal-angle-fact-check-12434,See why they go to the Temples. They dont go there to drink water but to pee on our sacred Shivling,20 March 2021 3:36 PM GMT,20-Mar-21
https://www.boomlive.in/fact-check/fake-news-the-wire-jay-shah-case-supreme-court-apologising-amit-shah-defamation-case-factcheck-12420,Image claims minor Muslim boy thrashed in Ghazipur served drinking water to train passengers during lockdown,20 March 2021 10:13 AM GMT,20-Mar-21
https://www.boomlive.in/fact-check/fact-check-fake-news-gajendra-chauhan-shares-narendra-modis-old-picture-from-gujarat-village-12415,Yogi Adityanath says he will kill “TMC goondas” one by one,20 March 2021 5:22 AM GMT,20-Mar-21
https://www.boomlive.in/fact-check/fake-news-fact-check-yogi-adityanath-uttar-pradesh-lockdown-covid-19-old-video-12409,Trains cancelled till March 31 across India,19 March 2021 10:19 AM GMT,19-Mar-21
https://www.boomlive.in/fact-check/fake-news-bjp-workers-attack-coffee-house-kolkata-old-photos-no-vote-bjp-posters-west-bengal-elections-2021-fact-check-12408,Queen Elizabeth II thanked prime minister Narendra Modi for sending COVID 19 vaccines to United Kingdom,19 March 2021 9:42 AM GMT,19-Mar-21
https://www.boomlive.in/fact-check/video-of-minor-boy-thrashed-in-bangladesh-madrasa-peddled-as-india-12396,Photos show injuries to Ghaziabad minor Muslim boy who was beaten for drinking water from temple,18 March 2021 11:54 AM GMT,18-Mar-21
https://www.boomlive.in/fact-check/old-video-of-covid-19-restrictions-in-karnataka-viral-as-recent-12393,Image shows Mamata Banerjee is walking after faking injury,18 March 2021 9:27 AM GMT,18-Mar-21
https://www.boomlive.in/fact-check/no-mamata-banerjee-did-not-fake-her-injury-viral-pic-is-flipped-12387,Images from Bhainsa communal violence,17 March 2021 12:09 PM GMT,17-Mar-21
https://www.boomlive.in/fact-check/fact-check-men-urinating-on-shivling-at-temple-viral-video-fake-news-12383,Image shows that Amit Shah and Asaduddin Owaisi are sitting together as AIMIM is the B team of the BJP,17 March 2021 10:46 AM GMT,17-Mar-21
https://www.boomlive.in/fact-check/nita-ambani-bhu-reliance-industries-visiting-faculty-12382,Photo shows Manohar Lal Khattar and Bhupinder Singh Hooda smiling after the no-confidence motion was defeated,17 March 2021 10:14 AM GMT,17-Mar-21
https://www.boomlive.in/fact-check/2016-image-viral-as-ghaziabad-minor-distributing-water-during-lockdown-12380,These are the images of the injured limb and ankle of CM Mamata Banerjee,17 March 2021 9:19 AM GMT,17-Mar-21
https://www.boomlive.in/fact-check/mahua-moitra-yogi-adityanath-rally-west-bengal-elections-bjp-tmc-goondas-campaigning-uttar-pradesh-mamata-banerjee-fact-check-12377,Image shows Mamata Banerjee walking with a bandaged foot after her leg injury at Nandigram,17 March 2021 7:35 AM GMT,17-Mar-21
https://www.boomlive.in/fact-check/march-2020-bulletin-on-train-cancellation-shared-as-recent-12357,Clip shows Rajnath Singh has come out in support of farmers against farm laws,15 March 2021 12:55 PM GMT,15-Mar-21
